tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err,Table1.Disposition
00005868998-01,5868998,1,s0010,44494,0.635536,0.000173571,1569.93,0.000441252,2458569.93,0.000441252,0.304383,0.056,3.66906,0.0941,75.3894,0.594329,0.925515,0.0795,1.27141,0.0169,0.635703,0.00847,51407.3,432.97,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.7073081,-0.0254,0.1943757,-0.1047849,32,mandel-agol_geometric_transit_model,TRUE,98.04731,5260.613,6210.104,88.58922,703.3077,165.6949,899,1590.398,26.0386,17.3567,0.0116916,0.00446796,1316.38,70.3584,709.646,837.813,1,1,3644,122,4.37169,0,0,0,0.783601,0,1.095455,0,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.635477781,-1,1569.934894,-1,2458569.935,-1,1.236372861,-1,0.525652917,-1,52434.59291,-1,TRUE,14567,7264,2.362562,993.816,-0.423544,0.882938,2.42676,-2.916369,0.17018,0.472955,17.3793,74.00289,0.5642766,0,0,0.1102289,0.1126041,1172.72,302.0594,-7.901766,-0.4706059,0,7.151878,0.1214672,0.9897841,41,59.15655,13.92459,-0.5154915,2.504193,-0.4534605,2.50554,0.6865551,2.504781,-2.021006,2.504177,-0.0814,2.505527,2.022645,2.504179,PC
00005882269-01,5882269,1,s0046,44643,4.7949,0.000029,2474.98,0.000124,2459474.98,0.000124,0.0439446,0.332274,16.7774,1.20079,88.7117,1.12952,0.37721,0.476356,2.127,0.0107037,0.103802,0.00535,2261.91,891.323,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6323977,-0.00605,0.2168299,-0.08084508,15,mandel-agol_geometric_transit_model,TRUE,12.32949,3909.122,4602.7,11.08417,24.939,25.80077,899,882.746,3.10955,29.679,0.0479,0.00608,660.905,32.8628,45.0896,11.0322,1,111,4072,123.687,4.61883,0.109382,0,0,0.648172,0.0606,2.33959,0.6285704,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.795205593,-1,2474.979246,-1,2459474.979,-1,2.241546684,-1,0.289128085,-1,2174.773601,-1,TRUE,48999,7049,2.23601,472.959,-0.0475266,0.6685296,2.31139,-3.056267,-0.80836,1.39998,8.646472,11.59341,1.396098,0,0,61.76281,57.34558,2864.58,658.2067,1.05959,3.34307,1.2E-22,8.190318,-1.196437,1.315385,16,8.455446,5.086878,0.683077,3.206708,1.87045,3.083067,1.991276,3.097872,-0.654495,2.937388,1.944982,2.938567,2.05215,2.938447,KP
00006276559-01,6276559,1,s0034,44264,5.43962,0.00329,2233.92,0.0042,2459233.92,0.0042,0.0800014,0.0319,7.75704,115.918,83.2421,27.2581,0.912802,12.2944,3.11687,0.774302,1.24865,0.805532,5721.26,405.881,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4582295,0.4969174,-0.6319789,0.233833,4,mandel-agol_geometric_transit_model,TRUE,21.00139,1445.064,1752.629,21.05412,44.04288,2.99377,299,302.2654,12.9856,2.37161,0.0753,0.0015,1564.93,22.1188,1417.44,2.96223,1,1,7980,137.391,4.37685,0.0791,0,0,1.48683,0.0592,0.5842364,0.1089345,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,5.440275192,-1,2233.922402,-1,2459233.922,-1,2.899624333,-1,0.88719449,-1,5044.30181,-1,TRUE,17222,2395,3.294999,953.4619,-0.0816894,0.6196802,3.22948,-3.123903,1.85553,0.479144,10.53537,18.69617,1.597826,0,0,17.62677,5.503652,4957.695,365.1156,3.021044,9.186399,6.13E-87,6.462698,0.1001066,0.9425965,4,6.476097,4.451408,-1.668275,2.633784,5.100638,2.605364,5.36653,2.608124,0.4666086,2.633784,0.5302209,2.605363,0.7062986,2.617805,PC
00006663331-01,6663331,1,s0013,44518,3.18084,0.0000455,1656.63,0.0014532,2458656.63,0.0014532,0.121115,0.00302,12.8859,0.0737,89.9555,2.14912,0.01,0.00966937,2.11676,0.056,0.229101,0.0959,17347.2,232.798,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6363003,-0.3311101,0.7520789,-0.3667688,8,mandel-agol_geometric_transit_model,TRUE,31.81233,2208.906,2511.505,25.17402,62.17262,36.13248,381,378.076,12.5337,0.665481,0.0418,0.00101,1156.01,134.845,422.057,5696.65,1,1,5500,122,4.46678,0,0,0,0.947934,0,1.127202,0,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,3.181943178,-1,1656.624763,-1,2458656.625,-1,2.264894463,-1,0.443365016,-1,16976.00529,-1,TRUE,17542,3694,1.803832,1116.081,-0.00629998,0.6694995,2.16371,-2.345145,0.75831,2.2097,10.62385,22.2683,0.2325986,0,0,6.822407,3.381792,2888.6,363.6504,1.721693,4.752631,3.03E-100,7.28796,-0.2516347,1.061192,9,21.13861,2.916766,-0.3346679,2.519929,3.96214,2.565121,3.976249,2.564804,1.446628,2.519926,3.346976,2.565114,3.646228,2.558053,KP
00006892385-01,6892385,1,s0046,44643,8.26689,0.000029,2504.09,0.000124,2459504.09,0.000124,0.0331,0.332274,18.777,1.20079,89.3722,1.12952,0.205728,0.476356,3.40689,0.0107037,0.113831,0.00535,1292,891.323,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.7131,-0.4973,0.9137,-0.4151,9,mandel-agol_geometric_transit_model,TRUE,14.14223,3534.815,4227.538,12.99654,23.67138,11.41204,936,884.904,3.30508,29.679,0.0785,0.00608,815.618,32.8628,104.585,11.0322,1,111,5411.15,138.956,4.48843,0.0856,0.32768,0.0151,0.915405,0.0548844,1.226921,0.2528572,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,8.265274048,-1,2504.09274,-1,2459504.093,-1,3.240047684,-1,0.182047605,-1,1127.644681,-1,TRUE,48605,7283,1.820939,196.4877,-0.141195,0.5212584,1.86511,-2.70038,5.44581,3.49859,6.157456,12.78231,0.1655764,0,0,60.90478,61.41759,3522.818,884.4708,0.9753683,3.058423,2.99E-43,6.686291,0.1723197,0.9178739,10,7.324233,3.257357,-1.630781,2.607563,3.616709,3.711657,3.967371,3.549304,-1.592417,2.597287,3.722168,3.721808,4.048497,3.571061,KP
00006893917-01,6893917,1,s0046,44643,3.08017,0.000029,2502.39,0.000124,2459502.39,0.000124,0.0916,0.332274,6.34183,1.20079,84.7827,1.12952,0.576688,0.476356,3.46557,0.0107037,0.422449,0.00535,8905.83,891.323,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4461345,0.6248,-0.8133332,0.3132712,22,mandel-agol_geometric_transit_model,TRUE,442.9818,8704.259,10517.09,392.0276,14101.92,5069.883,1888,7784.971,17.009,29.679,0.0498,0.00608,1937.72,32.8628,3331.88,11.0322,1,111,7511,130.45,4.21485,0.0826,0,0,1.70169,0.0580402,0.3515356,0.0679,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.080062866,-1,2502.396274,-1,2459502.396,-1,3.414422829,-1,0.46365525,-1,8562.477658,-1,TRUE,51023,15443,2.151441,50.44584,-0.122084,0.7613468,2.12887,-1.878034,2.30226,1.37587,107.7475,411.5715,3.7217,0,0,0.2377347,0.1045278,2091.971,222.8466,-7.292462,0.659596,0,8.389559,-1.074618,1.32661,25,297.368,38.60815,0.1374979,2.513068,-0.1183468,2.500869,0.1814157,2.507884,0.07186911,2.565771,0.4421052,2.502966,0.4479087,2.504603,KP
00007020254-01,7020254,1,s0007,44438,20.2747,0.0000405,1495.17,0.000895,2458495.17,0.000895,0.118339,0.00983,48.6555,6.63915,89.8566,108.769,0.121812,4.07848,3.5392,0.209742,0.379662,0.236473,16355.8,25.8022,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5843411,-0.1366857,0.4890477,-0.2673506,2,mandel-agol_geometric_transit_model,TRUE,36.8531,886.7994,1004.111,31.78658,95.42091,9.8763,149,144.9874,11.0528,2.46111,0.146846,0.000913443,611.567,124.656,33.0597,4228.6,1,1,5742,129.041,4.58473,0.0727,0,0,0.85554,0.0416809,1.638663,0.2855429,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,20.26110268,-1,1495.179551,-1,2458495.18,-1,3.901871862,-1,0.924223028,-1,16014.35345,-1,TRUE,16125,1184,1.783674,920.7314,-0.0700944,0.5796023,2.3779,-2.312758,-0.59586,-2.34863,21.99462,28.5016,0.5915636,0,0,89.4109,53.91011,2907.585,435.0046,1.639969,5.271126,0,4.518814,1.199248,0.6193621,2,21.14483,6.946295,0.3941542,2.553694,-0.5678433,2.571318,0.6912333,2.565601,-0.6133212,2.553687,-1.214077,2.57131,1.360201,2.567737,KP
00007059054-01,7059054,1,s0046,44643,5.18578,0.000029,2503.08,0.000124,2459503.08,0.000124,0.108146,0.332274,17.2674,1.20079,87.9726,1.12952,0.610887,0.476356,2.12355,0.0107037,0.315733,0.00535,12768.8,891.323,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.7162527,-0.6640979,1.176572,-0.4742141,12,mandel-agol_geometric_transit_model,TRUE,55.73543,3055.917,3664.545,52.12448,255.826,45.83467,710,949.6502,7.66376,29.679,0.0531,0.00608,719.931,32.8628,63.4869,11.0322,1,111,4664.8,144.288,4.68264,0.107112,0.110723,0.013,0.649127,0.0551,2.70589,0.7058264,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,5.184714794,-1,2503.085997,-1,2459503.086,-1,2.258256522,-1,0.566416805,-1,12154.86052,-1,TRUE,47751,5737,1.697303,414.1506,-0.000215546,0.6569497,2.85397,-3.176898,1.68887,0.511088,16.88694,49.17333,1.076411,0,0,10.92309,6.139506,2023.567,277.5433,1.616269,4.652707,2.35E-243,9.159503,-1.759811,1.529796,15,32.26235,8.752134,-0.4716996,2.535805,-0.0286,2.51754,0.4725659,2.535738,-0.2978775,2.557348,-0.1452318,2.509758,0.331396,2.548277,KP
00007088246-01,7088246,1,s0013,44518,2.16047,0.0000455,1654.35,0.0014532,2458654.35,0.0014532,0.141376,0.00302,6.39602,0.0737,81.8771,2.14912,0.903734,0.00966937,1.82088,0.056,0.910438,0.0959,15303.6,232.798,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5754882,-0.1018666,0.4409783,-0.2478234,11,mandel-agol_geometric_transit_model,TRUE,21.83526,2467.624,2965.605,20.70642,48.2991,18.06753,487,500.2869,16.2057,0.665481,0.033,0.00101,1432.38,134.845,994.828,5696.65,1,1,5759,122,4.40852,0,0,0,1.05,0,0.8898786,0,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,2.159985781,-1,1654.351926,-1,2458654.352,-1,1.820399668,-1,0.789338851,-1,15551.60768,-1,TRUE,18242,4008,1.325533,846.287,-0.0342072,0.570392,2.05238,-2.341449,-0.34308,0.402755,7.182315,18.13607,0.9643723,0,0,1.936259,2.049414,2612.391,693.4745,0.4568423,1.699972,2.49E-80,6.714196,-0.1395373,0.964732,13,15.88582,0.1723781,-27.34432,2.584638,-12.40061,2.713616,30.02477,2.60709,2.026898,2.578123,-0.6935874,2.713611,2.142283,2.592657,KP
00007413227-01,7413227,1,s0038,44393,3.4155,0.00929,2335.65,0.00652,2459335.65,0.00652,0.0817,0.00446,5.94498,6.21935,80.413,3.84737,0.990105,0.401046,1.94057,0.597483,0.970285,0.616091,2903.12,155.035,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4452198,0.4270722,-0.3116801,0.0668,8,mandel-agol_geometric_transit_model,TRUE,38.44752,1723.323,2027.838,35.0564,117.694,22.28924,356,413.9289,19.5323,1.7065,0.0469,0.00785,1860.52,50.1472,2831.79,111.56,1,1,6168,126.658,3.82738,0.0834,0,0,2.19052,0.110736,0.1119006,0.0222,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.415276289,-1,2335.647445,-1,2459335.647,-1,1.889624684,-1,0.829095521,-1,2949.810478,-1,TRUE,19119,2858,5.672882,436.5031,-0.10565,0.6651853,5.67686,-2.258554,1.70831,1.76803,14.24252,33.04445,1.477911,0,0,1.38311,1.8282,3119.535,1027.671,0.2095557,1.222078,1.53E-138,8.40409,-1.409757,1.376652,8,22.10169,3.041174,-3.092268,2.518214,-1.372498,2.525874,3.383175,2.519476,-3.498457,2.518203,-1.756248,2.525871,3.914538,2.519748,PC
00007422496-01,7422496,1,s0032,44226,18.3221,0.00212,2174.8,0.00399,2459174.8,0.00399,0.0238,0.00491,9.42942,5.2539,84.3962,83.5931,0.920779,11.5748,6.67943,0.382645,0.92182,0.388342,479.321,90.4786,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5838013,-0.1345686,0.4858701,-0.2660171,2,mandel-agol_geometric_transit_model,TRUE,9.564645,1417.762,1729.059,7.721387,6.096116,5.47827,431,417.6862,2.28756,1.83941,0.137438,0.00494,641.101,63.2076,39.9234,281.588,1,1,5744,117.134,4.56261,0.0762,0,0,0.879321,0.0414,1.515174,0.2752378,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,18.30693626,-1,2174.801771,-1,2459174.802,-1,6.277936875,-1,0.541180341,-1,537.0573293,-1,TRUE,19177,3117,2.051185,103.9766,-0.061159,0.6949945,2.19328,-2.784827,1.52775,2.32081,9.008074,7.99289,24.54273,0,0,206.4813,110.8288,3757.399,497.1357,1.854041,6.26157,8.21E-27,4.125786,0.869709,0.6684955,2,6.87125,4.007999,-8.459053,2.504354,-5.080578,2.515191,9.867515,2.507232,-7.72191,2.503914,-5.37952,2.515185,9.411012,2.507602,PC
00007439481-01,7439481,1,s0038,44393,1.25408,0.00929,2333.97,0.00652,2459333.97,0.00652,0.237164,0.00446,8.84822,6.21935,89.8033,3.84737,0.0304,0.401046,1.34355,0.597483,0.258606,0.616091,66025.1,155.035,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6720744,0.2430812,-0.1763359,0.02713453,20,mandel-agol_geometric_transit_model,TRUE,49.61171,3372.471,4102.936,41.88932,179.1433,37.28706,569,564.8991,10.3493,1.7065,0.0167,0.00785,746.9,50.1472,73.5478,111.56,1,1,3455,157,4.82691,0.00418,0,0,0.399724,0.0125,6.125613,0.2007785,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.254068732,-1,2333.969129,-1,2459333.969,-1,1.268610315,-1,0.25353162,-1,62919.60307,-1,TRUE,18848,4795,2.258331,3339.753,0.069847,0.7568816,2.8465,-3.103044,0.38609,0.712477,11.49389,38.57258,0.0163,0,0,4.757695,2.020571,1705.5,196.7467,1.859719,4.80034,0,6.889611,0.0838,0.9579312,22,29.15187,14.14962,-0.5438709,2.51407,-1.857042,2.518375,1.935045,2.518035,-1.504467,2.514065,-1.952961,2.518371,2.465254,2.516768,PC
00007548817-01,7548817,1,s0040,44441,4.52128,,2392.32,,2459392.32,,0.091,,7.16753,,85.2631,,0.591894,,4.44405,,0.551553,,8921.36,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4896845,0.2372444,-0.0356,-0.0523,6,mandel-agol_geometric_transit_model,TRUE,49.1964,3171.059,3892.907,42.23311,164.5931,61.76878,809,915.4506,14.8562,,0.0558,,1382.2,,862.582,,1,1,6050,127.639,4.1419,0.0811,0,0,1.49494,0.0716,0.3382798,0.0652113,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.522220135,-1,2392.315577,-1,2459392.316,-1,4.478725407,-1,0.715612722,-1,8934.909448,-1,TRUE,20194,6431,1.638788,530.7567,-0.0670179,0.4682099,1.85729,-1.577485,-0.5778,1.49998,14.06951,29.98793,0.0976,0,0,4.114466,2.588473,3043.608,472.9796,1.203206,3.490698,5.07E-262,6.343152,0.2918212,0.8592665,6,31.20554,4.828621,-0.1579566,2.508123,0.4691615,2.514013,0.4950382,2.513413,0.9548602,2.508123,0.656989,2.514011,1.159048,2.510016,PC
00007561203-01,7561203,1,s0034,44264,2.48403,0.00329,2229.72,0.0042,2459229.72,0.0042,0.0566,0.0319,3.34697,115.918,72.7966,27.2581,0.989914,12.2944,2.19755,0.774302,1.09878,0.805532,1595.71,405.881,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6491999,-0.3291839,0.2965124,-0.1089762,9,mandel-agol_geometric_transit_model,TRUE,12.59252,2041.902,2364.355,10.80099,16.01694,8.77877,314,275.5983,13.175,2.37161,0.0488747,0.0015,2872.25,22.1188,16084.6,2.96223,1,1,9855,169.268,4.18181,0.0757,0,0,2.13222,0.109005,0.2600026,0.0472,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,2.483977079,-1,2229.722026,-1,2459229.722,-1,2.325022134,-1,0.941678339,-1,1605.725542,-1,TRUE,16837,3224,3.90661,468.0289,0.00831407,0.6403832,3.43106,-2.007298,1.4097,1.02914,7.59909,10.66253,0.4175978,0,0,3.543386,9.704314,6092.807,4168.84,0.2620881,0.7723085,2.59E-20,8.063291,-1.041081,1.27765,10,7.56307,2.215085,-9.696663,2.630231,1.088868,2.630958,9.757607,2.63024,-1.897164,2.630227,1.634596,2.630958,2.504224,2.630538,PC
00007624182-01,7624182,1,s0004,44354,1.10816,0.00000633,1411.82,0.000141287,2458411.82,0.000141287,0.0454,0.00104184,2.02422,0.0118,60.7236,11.6824,0.989891,0.513513,1.6222,0.00953,0.811098,0.00854,1042.18,630.827,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6503383,-0.2780961,0.2661709,-0.1023987,19,mandel-agol_geometric_transit_model,TRUE,27.61392,2704.164,3366.867,24.23564,69.77443,38.31377,528,557.6655,15.5185,2.31014,0.0275,0.00131,4214.63,115.811,74569.4,3476.16,1,1,8959,169.105,3.80171,0.0679,0,0,3.12776,0.0961,0.0739,0.0118,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,1.108145714,-1,1411.820176,-1,2458411.82,-1,1.612806947,-1,0.659509358,-1,1076.268621,-1,TRUE,15328,4390,7.262688,302.9067,-0.194302,0.6640115,7.19249,-2.751661,0.55673,0.601179,6.325463,19.80525,0.00744,0,0,0.5239851,0.619633,5544.088,1635.735,-0.7682207,0.8099048,1.41E-62,8.11533,-0.6097075,1.225806,23,20.44046,-0.0761,-9.28907,2.534326,0.8201577,2.539153,9.325207,2.534364,-9.641842,2.534277,-0.3574983,2.539152,9.648467,2.534283,PC
00008260536-01,8260536,1,s0048,44648,10.5903,,2616.49,,2459616.49,,0.092,,20.8593,,89.5313,,0.170625,,4.1854,,0.362627,,9780.14,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5604697,0.02678376,0.2238702,-0.1551243,2,mandel-agol_geometric_transit_model,TRUE,35.87614,963.7413,1194.833,25.98526,59.50594,1.07619,209,348.4184,10.5784,,0.0979,,871.009,,136.023,,2,1,6017.1,99.46,4.43956,0.0718747,0.13,0.017,1.05318,0.0408542,0.9529215,0.1619805,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,10.59305096,-1,2616.490835,-1,2459616.491,-1,4.241648117,-1,0.527136734,-1,9600.270206,-1,TRUE,16606,1676,2.999638,1146.15,-0.0550226,0.5969345,3.0698,-3.176666,6.30692,-2.06391,20.91988,28.89169,0.2550089,719.4033,0,53.96437,20.36634,3649.974,333.9816,2.600583,8.290438,2.13E-29,9.824559,-5.928751,3.110031,2,41.29942,8.540462,0.2344612,2.501931,0.3643876,2.502902,0.4333017,2.502618,-0.249905,2.50193,0.3225578,2.502901,0.4080393,2.502537,PC
00008400842-01,8400842,1,s0019,44334,3.19158,,1819.06,,2458819.06,,0.0887,,7.01616,,84.3123,,0.695346,,2.93273,,0.43667,,8131.2,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4024151,0.614448,-0.6319976,0.2110251,6,mandel-agol_geometric_transit_model,TRUE,141.377,2048.742,2622.544,132.2131,1589.621,3.17712,447,483.7095,16.3393,,0.0476,,1752.9,,2231.27,,1,1,6673,150.433,4.13313,0.122822,-0.04,0.1,1.68685,0.167223,0.2938011,0.088,TIC8,TIC8,TIC8,TIC8,TIC8-Deriv,3.191665411,-1,1819.063897,-1,2458819.064,-1,2.879709671,-1,0.47950656,-1,7755.09827,-1,TRUE,17250,3868,2.083337,144.0766,-0.0954423,0.660655,2.06596,-1.880994,2.18609,1.71942,62.15433,149.302,0.6740313,0,0,0.6726272,0.3055788,2454.382,256.4,-1.07132,2.561986,0,7.16537,-0.3068066,1.051951,7,104.0303,6.293229,-0.4396774,2.500558,0.1749875,2.50184,0.4732197,2.500734,-0.3331819,2.500557,1.760976,2.501839,1.792219,2.501794,KP
00008516795-01,8516795,1,s0040,44441,8.21537,,2395.86,,2459395.86,,0.0571,,15.0511,,88.569,,0.375863,,4.1243,,0.257743,,3667.68,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4545155,0.3818132,-0.2470536,0.03825862,3,mandel-agol_geometric_transit_model,TRUE,28.85812,1370.349,1665.327,17.9318,29.68008,9.19391,209,160.1481,11.2655,,0.0843,,1262.71,,600.814,,1,1,6183,149.664,3.99755,0.0869,0,0,1.80614,0.0857,0.2008161,0.04129845,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,8.21805191,-1,2395.863488,-1,2459395.863,-1,4.208485631,-1,0.505608478,-1,3620.962242,-1,TRUE,19864,2340,1.059025,212.0814,-0.161065,0.4926169,1.80848,-2.067602,1.87359,-2.0403,15.79346,16.72354,1.188891,0,0,6.536211,5.380286,3121.596,637.904,1.028981,2.904047,3.53E-117,5.234881,0.8669278,0.6899574,3,21.19409,-0.5372964,1.018725,2.534351,-2.669983,2.539858,2.857728,2.539159,1.954127,2.53435,-1.989381,2.539856,2.788593,2.537154,PC
00008677530-01,8677530,1,s0048,44648,2.91508,,2608.78,,2459608.78,,0.102822,,8.27665,,88.9039,,0.158332,,2.94569,,0.282308,,12540.6,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.7309163,-0.540438,0.9606088,-0.4307942,8,mandel-agol_geometric_transit_model,TRUE,33.70013,2792.153,3235.943,27.55207,71.37919,101.1571,501,481.7328,11.2251,,0.04,,1210.75,,507.853,,1,1,5484.75,0,4.438,0,0.35684,0.0184713,1,0,1,0,TIC8.2,Solar,TIC8.2,Solar,Solar,2.915276527,-1,2608.779803,-1,2459608.78,-1,2.973371202,-1,0.479357703,-1,11955.28894,-1,TRUE,15209,4498,2.354714,1014.702,-0.0717478,0.6348481,2.2455,-2.307965,1.10275,-0.334745,12.82639,22.83524,2.753685,0,0,7.073137,2.641699,3052.795,285.0414,2.298951,6.462381,2.55E-114,7.15608,0.00801,1.00586,10,23.37008,10.03189,0.001355162,2.519402,-0.2663372,2.526985,0.2663406,2.526985,-0.0723,2.519399,-0.1747812,2.526981,0.1891346,2.525876,PC
00008767448-01,8767448,1,s0021,44316,4.35322,,1870.74,,2458870.74,,0.0929,,7.85744,,85.9297,,0.557719,,3.99792,,0.479235,,9420.46,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5359984,0.0833,0.1700155,-0.13458,7,mandel-agol_geometric_transit_model,TRUE,148.7151,2988.443,3609.206,129.3995,1478.302,1089.226,709,1749.257,16.0871,,0.0535,,1420.62,,962.561,,1,1,5914,145.686,4.06962,0.086,0.05,0.1,1.58536,0.0895,0.2700798,0.0556,TIC8,TIC8,TIC8,TIC8,TIC8-Deriv,4.352776051,-1,1870.745066,-1,2458870.745,-1,3.95960457,-1,0.585346082,-1,9089.953209,-1,TRUE,18544,5268,3.716153,533.9588,0.0509449,0.5928938,4.01326,-1.917298,-0.54447,-0.830578,62.67346,139.2515,0.6704901,0,0,3.248382,0.8555775,2948.724,180.9343,2.627911,8.016253,0,5.971222,0.3725001,0.7907033,7,85.74883,16.32603,-0.1946471,2.5009,0.2138761,2.501345,0.2891893,2.501143,-0.1605099,2.500895,0.1771099,2.501339,0.2390216,2.501139,KP
00008853478-01,8853478,1,s0048,44648,15.062,,2617.29,,2459617.29,,0.0482,,36.5132,,89.8582,,0.0904,,3.29141,,0.152613,,2775.35,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.7296583,-0.546435,0.9727161,-0.4329228,2,mandel-agol_geometric_transit_model,TRUE,10.30423,764.7921,936.2612,9.264072,8.605766,0.00942,179,189.0876,4.68748,,0.11736,,661.425,,45.2317,,1,1,5441.34,142.395,4.51596,0.0882,0.362,0.024,0.890607,0.0559,1.343612,0.2856336,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,15.06249332,-1,2617.289383,-1,2459617.289,-1,3.093188632,-1,0.00332,-1,2045.666155,-1,TRUE,14772,1437,2.391886,729.6964,0.0331753,0.5479541,3.04589,-4.27429,2.0097,-3.49724,6.940294,9.69488,0.0586,0,0,251.6399,161.2834,4073.014,645.3395,1.554034,5.281124,8.88E-08,9.82456,-9.0994,3.951943,2,4.790784,2.908493,-2.02261,2.63934,2.208495,2.640038,2.994729,2.639719,-1.685238,2.639338,2.413676,2.640036,2.943783,2.639807,PC
