src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors
qlp,49967354,.01,0,,,,,,,,,,,,,48
qlp,50309953,.01,0,,,,,,,,,,,,,48
qlp,50365310,.01,0,,,,,,,,,,,,,48
qlp,50618703,.01,0,,,,,,,,,,,,,48
qlp,50712784,.01,0,,,,,,,,,,,,,48
qlp,51024887,.01,0,,,,,,,,,,,,,48
qlp,51234631,.01,0,,,,,,,,,,,,,48
qlp,51912829,.01,0,,,,,,,,,,,,,48
qlp,52041724,.01,0,,,,,,,,,,,,,48
qlp,52204645,.01,0,,,,,,,,,,,,,48
qlp,52280468,.01,0,,,,,,,,,,,,,48
qlp,52368076,.01,0,,,,,,,,,,,,,48
qlp,52548453,.01,0,,,,,,,,,,,,,48
qlp,52640302,.01,0,,,,,,,,,,,,,48
qlp,52689469,.01,0,,,,,,,,,,,,,48
qlp,53189332,.01,0,,,,,,,,,,,,,48
qlp,53287554,.01,0,,,,,,,,,,,,,48
qlp,53307409,.01,0,,,,,,,,,,,,,48
qlp,53427308,.01,0,,,,,,,,,,,,,48
qlp,53458803,.01,0,,,,,,,,,,,,,48
qlp,53593457,.01,0,,,,,,,,,,,,,48
qlp,53735810,.01,0,,,,,,,,,,,,,48
qlp,53750200,.01,0,,,,,,,,,,,,,48
qlp,54002556,.01,0,,,,,,,,,,,,,48
qlp,54044474,.01,0,,,,,,,,,,,,,48
qlp,54085154,.01,0,,,,,,,,,,,,,48
qlp,54390047,.01,0,,,,,,,,,,,,,48
qlp,54962195,.01,0,,,,,,,,,,,,,48
qlp,55092869,.01,0,,,,,,,,,,,,,48
qlp,55266835,.01,0,,,,,,,,,,,,,48
qlp,55383975,.01,0,,,,,,,,,,,,,48
qlp,55452495,.01,0,,,,,,,,,,,,,48
qlp,55650590,.01,0,,,,,,,,,,,,,48
qlp,55652896,.01,0,,,,,,,,,,,,,48
qlp,55748194,.01,0,,,,,,,,,,,,,48
qlp,56399553,.01,0,,,,,,,,,,,,,48
qlp,58472992,.01,0,,,,,,,,,,,,,48
qlp,58533991,.01,0,,,,,,,,,,,,,48
qlp,58542531,.01,0,,,,,,,,,,,,,48
qlp,59003115,.01,0,,,,,,,,,,,,,48
qlp,59128183,.01,0,,,,,,,,,,,,,48
qlp,59843967,.01,0,,,,,,,,,,,,,48
qlp,59859387,.01,0,,,,,,,,,,,,,48
qlp,60286662,.01,0,,,,,,,,,,,,,48
qlp,61098812,.01,0,,,,,,,,,,,,,48
qlp,61109252,.01,0,,,,,,,,,,,,,48
qlp,61538902,.01,0,,,,,,,,,,,,,48
qlp,61980227,.01,0,,,,,,,,,,,,,48
qlp,61988212,.01,0,,,,,,,,,,,,,48
qlp,62301521,.01,0,,,,,,,,,,,,,48
qlp,62483237,.01,0,,,,,,,,,,,,,48
qlp,63189173,.01,0,,,,,,,,,,,,,48
qlp,63211674,.01,0,,,,,,,,,,,,,48
qlp,63303499,.01,0,,,,,,,,,,,,,48
qlp,63452790,.01,0,,,,,,,,,,,,,48
qlp,63898957,.01,0,,,,,,,,,,,,,48
qlp,64071894,.01,0,,,,,,,,,,,,,48
qlp,64531556,.01,0,,,,,,,,,,,,,48
qlp,65212867,.01,0,,,,,,,,,,,,,48
qlp,65347776,.01,0,,,,,,,,,,,,,48
qlp,65412605,.01,0,,,,,,,,,,,,,48
qlp,66356824,.01,0,,,,,,,,,,,,,48
qlp,66413476,.01,0,,,,,,,,,,,,,48
qlp,66497310,.01,0,,,,,,,,,,,,,48
qlp,66561343,.01,0,,,,,,,,,,,,,48
qlp,66818296,.01,0,,,,,,,,,,,,,48
qlp,67196573,.01,0,,,,,,,,,,,,,48
qlp,67418624,.01,0,,,,,,,,,,,,,48
qlp,67630845,.01,0,,,,,,,,,,,,,48
qlp,67646988,.01,0,,,,,,,,,,,,,48
qlp,67666096,.01,0,,,,,,,,,,,,,48
qlp,67772767,.01,0,,,,,,,,,,,,,48
qlp,67782629,.01,0,,,,,,,,,,,,,48
qlp,67926921,.01,0,,,,,,,,,,,,,48
qlp,68388114,.01,0,,,,,,,,,,,,,48
qlp,68573534,.01,0,,,,,,,,,,,,,48
qlp,68577662,.01,0,,,,,,,,,,,,,48
qlp,68646526,.01,0,,,,,,,,,,,,,48
qlp,68850908,.01,0,,,,,,,,,,,,,48
qlp,69068526,.01,0,,,,,,,,,,,,,48
qlp,69679391,.01,0,,,,,,,,,,,,,48
qlp,69819610,.01,0,,,,,,,,,,,,,48
qlp,69997672,.01,0,,,,,,,,,,,,,48
qlp,70420766,.01,0,,,,,,,,,,,,,48
qlp,70440470,.01,0,,,,,,,,,,,,,48
qlp,70513361,.01,0,,,,,,,,,,,,,48
qlp,70785910,.01,0,,,,,,,,,,,,,48
qlp,70797900,.01,0,,,,,,,,,,,,,48
qlp,70887357,.01,0,,,,,,,,,,,,,48
qlp,70899085,.01,0,,,,,,,,,,,,,48
qlp,70914192,.01,0,,,,,,,,,,,,,48
qlp,71013298,.01,0,,,,,,,,,,,,,48
qlp,71134735,.01,0,,,,,,,,,,,,,48
qlp,71268730,.01,0,,,,,,,,,,,,,48
qlp,71347873,.01,0,,,,,,,,,,,,,48
qlp,71396541,.01,0,,,,,,,,,,,,,48
qlp,71431780,.01,0,,,,,,,,,,,,,48
qlp,71512186,.01,0,,,,,,,,,,,,,48
qlp,71612483,.01,0,,,,,,,,,,,,,48
qlp,72668830,.01,0,,,,,,,,,,,,,48
qlp,72985822,.01,0,,,,,,,,,,,,,48
qlp,73038411,.01,0,,,,,,,,,,,,,48
qlp,73228647,.01,0,,,,,,,,,,,,,48
qlp,73560357,.01,0,,,,,,,,,,,,,48
qlp,73649615,.01,0,,,,,,,,,,,,,48
qlp,73717937,.01,0,,,,,,,,,,,,,48
qlp,73723286,.01,0,,,,,,,,,,,,,48
qlp,74482749,.01,0,,,,,,,,,,,,,48
qlp,75262942,.01,0,,,,,,,,,,,,,48
qlp,75878355,.01,0,,,,,,,,,,,,,48
qlp,76419763,.01,0,,,,,,,,,,,,,48
qlp,76923707,.01,0,,,,,,,,,,,,,48
qlp,76989773,.01,0,,,,,,,,,,,,,48
qlp,77031413,.01,0,,,,,,,,,,,,,48
qlp,77031414,.01,0,,,,,,,,,,,,,48
qlp,77044471,.01,0,,,,,,,,,,,,,48
qlp,77156657,.01,0,,,,,,,,,,,,,48
qlp,77156829,.01,0,,,,,,,,,,,,,48
qlp,77228304,.01,0,,,,,,,,,,,,,48
qlp,77253676,.01,0,,,,,,,,,,,,,48
qlp,77437543,.01,0,,,,,,,,,,,,,48
qlp,77527511,.01,0,,,,,,,,,,,,,48
qlp,77951245,.01,0,,,,,,,,,,,,,48
qlp,78055054,.01,0,,,,,,,,,,,,,48
qlp,79292541,.01,0,,,,,,,,,,,,,48
qlp,79748331,.01,0,,,,,,,,,,,,,48
qlp,80166433,.01,0,,,,,,,,,,,,,48
qlp,80275202,.01,0,,,,,,,,,,,,,48
qlp,80567842,.01,0,,,,,,,,,,,,,48
qlp,80682484,.01,0,,,,,,,,,,,,,48
qlp,80711765,.01,0,,,,,,,,,,,,,48
qlp,81077799,.01,0,,,,,,,,,,,,,48
qlp,81212286,.01,0,,,,,,,,,,,,,48
qlp,81419525,.01,0,,,,,,,,,,,,,48
qlp,81429971,.01,0,,,,,,,,,,,,,48
qlp,82128636,.01,0,,,,,,,,,,,,,48
qlp,82362447,.01,0,,,,,,,,,,,,,48
qlp,82508808,.01,0,,,,,,,,,,,,,48
qlp,82707763,.01,0,,,,,,,,,,,,,48
qlp,83092282,.01,0,,,,,,,,,,,,,48
qlp,84339983,.01,0,,,,,,,,,,,,,48
qlp,84599716,.01,0,,,,,,,,,,,,,48
qlp,85031598,.01,0,,,,,,,,,,,,,48
qlp,85242435,.01,0,,,,,,,,,,,,,48
qlp,85266608,.01,0,,,,,,,,,,,,,48
qlp,85293053,.01,0,,,,,,,,,,,,,48
qlp,85593751,.01,0,,,,,,,,,,,,,48
qlp,86263325,.01,0,,,,,,,,,,,,,48
qlp,86273567,.01,0,,,,,,,,,,,,,48
qlp,86280613,.01,0,,,,,,,,,,,,,48
qlp,86396382,.01,0,,,,,,,,,,,,,48
qlp,86951294,.01,0,,,,,,,,,,,,,48
qlp,88385463,.01,0,,,,,,,,,,,,,48
qlp,88485645,.01,0,,,,,,,,,,,,,48
qlp,88684250,.01,0,,,,,,,,,,,,,48
qlp,88840705,.01,0,,,,,,,,,,,,,48
qlp,88863718,.01,0,,,,,,,,,,,,,48
qlp,88977253,.01,0,,,,,,,,,,,,,48
qlp,88992642,.01,0,,,,,,,,,,,,,48
qlp,88996391,.01,0,,,,,,,,,,,,,48
qlp,89020549,.01,0,,,,,,,,,,,,,48
qlp,89256802,.01,0,,,,,,,,,,,,,48
qlp,89510024,.01,0,,,,,,,,,,,,,48
qlp,89535068,.01,0,,,,,,,,,,,,,48
qlp,89544985,.01,0,,,,,,,,,,,,,48
qlp,89702406,.01,0,,,,,,,,,,,,,48
qlp,89759617,.01,0,,,,,,,,,,,,,48
qlp,90448944,.01,0,,,,,,,,,,,,,48
qlp,90504905,.01,0,,,,,,,,,,,,,48
qlp,90544017,.01,0,,,,,,,,,,,,,48
qlp,90850770,.01,0,,,,,,,,,,,,,48
qlp,90853136,.01,0,,,,,,,,,,,,,48
qlp,91251292,.01,0,,,,,,,,,,,,,48
qlp,91481801,.01,0,,,,,,,,,,,,,48
qlp,91987762,.01,0,,,,,,,,,,,,,48
qlp,92013169,.01,0,,,,,,,,,,,,,48
qlp,92226327,.01,0,,,,,,,,,,,,,48
qlp,92352620,.01,0,,,,,,,,,,,,,48
qlp,92359850,.01,0,,,,,,,,,,,,,48
qlp,92677094,.01,0,,,,,,,,,,,,,48
qlp,92783821,.01,0,,,,,,,,,,,,,48
qlp,92880568,.01,0,,,,,,,,,,,,,48
qlp,93125144,.01,0,,,,,,,,,,,,,48
qlp,93594834,.01,0,,,,,,,,,,,,,48
qlp,93963408,.01,0,,,,,,,,,,,,,48
qlp,94609570,.01,0,,,,,,,,,,,,,48
qlp,94727308,.01,0,,,,,,,,,,,,,48
qlp,94986319,.01,0,,,,,,,,,,,,,48
qlp,95129101,.01,0,,,,,,,,,,,,,48
qlp,95234976,.01,0,,,,,,,,,,,,,48
qlp,95337971,.01,0,,,,,,,,,,,,,48
qlp,95361530,.01,0,,,,,,,,,,,,,48
qlp,95660472,.01,0,,,,,,,,,,,,,48
qlp,96246348,.01,0,,,,,,,,,,,,,48
qlp,96291218,.01,0,,,,,,,,,,,,,48
qlp,97158538,.01,0,,,,,,,,,,,,,48
qlp,97409519,.01,0,,,,,,,,,,,,,48
qlp,97486178,.01,0,,,,,,,,,,,,,48
qlp,97568467,.01,0,,,,,,,,,,,,,48
qlp,97700520,.01,0,,,,,,,,,,,,,48
qlp,97735908,.01,0,,,,,,,,,,,,,48
qlp,97766057,.01,0,,,,,,,,,,,,,48
qlp,98283926,.01,0,,,,,,,,,,,,,48
qlp,98545929,.01,0,,,,,,,,,,,,,48
qlp,98669309,.01,0,,,,,,,,,,,,,48
qlp,98753307,.01,0,,,,,,,,,,,,,48
qlp,98796344,.01,0,,,,,,,,,,,,,48
qlp,98957720,.01,0,,,,,,,,,,,,,48
qlp,99097200,.01,0,,,,,,,,,,,,,48
qlp,99224131,.01,0,,,,,,,,,,,,,48
qlp,99330090,.01,0,,,,,,,,,,,,,48
qlp,99572130,.01,0,,,,,,,,,,,,,48
qlp,99834717,.01,0,,,,,,,,,,,,,48
qlp,99869022,.01,0,,,,,,,,,,,,,48
qlp,100014359,.01,0,,,,,,,,,,,,,48
qlp,100097716,.01,0,,,,,,,,,,,,,48
qlp,100099031,.01,0,,,,,,,,,,,,,48
qlp,100100827,.01,0,,,,,,,,,,,,,48
qlp,100566492,.01,0,,,,,,,,,,,,,48
qlp,100608026,.01,0,,,,,,,,,,,,,48
qlp,100757807,.01,0,,,,,,,,,,,,,48
qlp,100990000,.01,0,,,,,,,,,,,,,48
qlp,101011575,.01,0,,,,,,,,,,,,,48
qlp,101230735,.01,0,,,,,,,,,,,,,48
qlp,101395259,.01,0,,,,,,,,,,,,,48
qlp,101497191,.01,0,,,,,,,,,,,,,48
qlp,101520163,.01,0,,,,,,,,,,,,,48
qlp,101721385,.01,0,,,,,,,,,,,,,48
qlp,101948569,.01,0,,,,,,,,,,,,,48
qlp,101955023,.01,0,,,,,,,,,,,,,48
qlp,102030574,.01,0,,,,,,,,,,,,,48
qlp,102192004,.01,0,,,,,,,,,,,,,48
qlp,102195674,.01,0,,,,,,,,,,,,,48
qlp,102264230,.01,0,,,,,,,,,,,,,48
qlp,102672709,.01,0,,,,,,,,,,,,,48
qlp,102840239,.01,0,,,,,,,,,,,,,48
qlp,102848207,.01,0,,,,,,,,,,,,,48
qlp,103195323,.01,0,,,,,,,,,,,,,48
qlp,103448870,.01,0,,,,,,,,,,,,,48
qlp,103604037,.01,0,,,,,,,,,,,,,48
qlp,103633434,.01,0,,,,,,,,,,,,,48
qlp,103751498,.01,0,,,,,,,,,,,,,48
qlp,104024556,.01,0,,,,,,,,,,,,,48
qlp,105801221,.01,0,,,,,,,,,,,,,48
qlp,105840719,.01,0,,,,,,,,,,,,,48
qlp,106402532,.01,0,,,,,,,,,,,,,48
qlp,106997505,.01,0,,,,,,,,,,,,,48
qlp,107782586,.01,0,,,,,,,,,,,,,48
qlp,110428269,.01,0,,,,,,,,,,,,,48
qlp,110996418,.01,0,,,,,,,,,,,,,48
qlp,111991770,.01,0,,,,,,,,,,,,,48
qlp,112026224,.01,0,,,,,,,,,,,,,48
qlp,112395568,.01,0,,,,,,,,,,,,,48
qlp,112604564,.01,0,,,,,,,,,,,,,48
